,Name,NameAr,LocalizedName,BusinessType,OtherTypeName,IsPopularBusiness,TotalReviews,Rating,Id,ActiveStatus,OwnerAllowStatus,CertificationStatus
2673,Teraaz ,طراز للتطريز ,طراز للتطريز ,ازياء,,False,15,5.0,136688,0,1,2
2674,BlackDozer,بلاك دوزر,بلاك دوزر,منتجات رقمية,منتجات رقمية,False,15,5.0,118346,0,1,2
2675,Abo Yasser Store ,متجر أبو ياسر اللإلكتروني,متجر أبو ياسر اللإلكتروني,خدمات الأعمال,,False,15,5.0,92051,0,1,1
2676,shopwithnano,خبيرة تسوق,خبيرة تسوق,خدمات الأعمال,,False,15,5.0,91579,0,1,2
2677,KNR,كنر,كنر,خدمات الأعمال,,False,15,5.0,90467,0,1,2
2678,Muntathar Store,متجر منتظر,متجر منتظر,المنزل,,False,15,5.0,89030,0,1,1
2679,babamin tesbih,مسباح أبـي,مسباح أبـي,هدايا,,False,15,5.0,84600,0,1,2
2680,AVEN,افين,افين,خدمات الأعمال,,False,15,5.0,48778,0,1,1
2681,Aldorah yarns,خيوط الدره,خيوط الدره,هدايا,,False,15,5.0,20044,0,1,2
2682,LamsatAlreem,بوتيك لمسة الريم,بوتيك لمسة الريم,الجمال والصحة,,False,15,5.0,11874,0,1,1
2683,MISK Al RAYA FOR TOURISM,مسك الراية لتنظيم الرحلات السياحية,مسك الراية لتنظيم الرحلات السياحية,خدمات الأعمال,,False,15,5.0,11266,0,1,1
2684,la7zy,لحظي,لحظي,خدمات الأعمال,,False,14,5.0,348154,0,1,2
2685,Aloo,مركز علو للكتابة والتنسيق,مركز علو للكتابة والتنسيق,التعليم,مكتبة إلكترونية,False,14,5.0,333930,0,1,2
2686,6lack Store,طلق ستور,طلق ستور,منتجات رقمية,اكواد رقمية و حسابات وتقديم خدمات متخصصة بالالعاب,False,14,5.0,331503,0,1,2
2687,Badrah sweets ,حلويات بدره,حلويات بدره,أطعمة ومشروبات,,False,14,5.0,306729,0,1,2
2688,LINOABAYA,لينو عباية,لينو عباية,ازياء,عبايات ازياء ,False,14,5.0,306576,0,1,2
2689,Yasser  Furniture Store,متجر ياسر للأثاث,متجر ياسر للأثاث,المنزل,,False,14,5.0,296044,0,1,2
2690,Maida Ali AlQarni,معيضه علي القرني ,معيضه علي القرني ,ازياء,فساتين سهره,False,14,5.0,266598,0,1,2
2691,,مخترع للخدمات الاكترونيه,مخترع للخدمات الاكترونيه,خدمات الأعمال,,False,14,5.0,260919,0,1,2
2692,Ocean store1,ممتجر اوشن,ممتجر اوشن,إلكترونيات,,False,14,5.0,206825,0,1,2
2693,Alaaka,الاء خدمات الالكترونية ,الاء خدمات الالكترونية ,خدمات الأعمال,,False,14,5.0,199016,0,1,2
2694,Art By Sara,ارت باي سارا,ارت باي سارا,المنزل,,False,14,5.0,120788,0,1,2
2695,Beautify,بيوتيفاي,بيوتيفاي,خدمات الأعمال,,False,14,5.0,96298,0,1,1
2696,coop banana,كوبنانا,كوبنانا,خدمات الأعمال,,False,14,5.0,96240,0,1,1
2697,Sweetie Treatie,المتعة الحلوة,المتعة الحلوة,أطعمة ومشروبات,,False,14,5.0,96024,0,1,2
2698,eleganttgifts ,مندوب هدايا الشرقيه,مندوب هدايا الشرقيه,هدايا,متسوق شخصي ومنسق هدايا,False,14,5.0,76993,0,1,1
2699,Coins Games,متجر كوينز قيمز,متجر كوينز قيمز,خدمات الأعمال,,False,14,5.0,72888,0,1,2
2700,souq gallery,سوق غاليري,سوق غاليري,إلكترونيات,,False,14,5.0,62497,0,1,2
2701,,بوراشد للمساعده في الاستقدام المهني ,بوراشد للمساعده في الاستقدام المهني ,خدمات الأعمال,,False,14,5.0,51362,0,1,2
2702,Baby Care,مستلزمات رعاية أطفال,مستلزمات رعاية أطفال,المنزل,,False,14,5.0,49568,0,1,1
2703,Italianisa,اتاليانيزا,اتاليانيزا,هدايا,,False,14,5.0,45526,0,1,1
2704,ostoreasma,متجر الماركات العالميه,متجر الماركات العالميه,الجمال والصحة,,False,14,5.0,16266,0,1,2
2705,Alanamel Aljameelah,الأنامل الجميلة,الأنامل الجميلة,خدمات الأعمال,,False,14,5.0,15377,0,1,1
2706,Zood Store,متجر زود,متجر زود,أطعمة ومشروبات,,False,14,5.0,8618,0,1,2
2707,AlNemer Jewels,جواهر النمر لتجارة الذهب,جواهر النمر لتجارة الذهب,الجمال والصحة,,False,14,5.0,2185,0,1,1
2708,miasketch,ميا سكتش,ميا سكتش,خدمات الأعمال,,False,13,5.0,341032,0,1,2
2709,Doctors kit,دكتورز كيت,دكتورز كيت,الجمال والصحة,توفير أدوات ومستلزمات الاطباء,False,13,5.0,319148,0,1,2
2710,store abu yatim,متجر ابو يتيم,متجر ابو يتيم,خدمات الأعمال,,False,13,5.0,305208,0,1,2
2711,Mortiyn,مورتن,مورتن,خدمات الأعمال,ادارة وتنشيط المبيعات,False,13,5.0,292792,0,1,2
2712,HAF Boutique,هاف بوتيك,هاف بوتيك,الجمال والصحة,,False,13,5.0,270399,0,1,2
2713,Anaastarter,انا ستارتر,انا ستارتر,أطعمة ومشروبات,,False,13,5.0,264804,0,1,1
2714,Star framz,ستار فريمز,ستار فريمز,الجمال والصحة,,False,13,5.0,245113,0,1,2
2715,haila shopping ,وسيطه مواقع اونلاين ,وسيطه مواقع اونلاين ,خدمات الأعمال,,False,13,5.0,242921,0,1,2
2716,The ideal shopper,المتسوق الامثل,المتسوق الامثل,خدمات الأعمال,,False,13,5.0,235252,0,1,2
2717,EJADAH for Information Technology,مؤسسة إجادة الأعمال لتقنية المعلومات ,مؤسسة إجادة الأعمال لتقنية المعلومات ,خدمات الأعمال,,False,13,5.0,212321,0,1,1
2718, design Hind,هند للتصميم,هند للتصميم,خدمات الأعمال,,False,13,5.0,205179,0,1,2
2719,Boland Laura,بولند لاورا,بولند لاورا,الجمال والصحة,,False,13,5.0,196319,0,1,1
2720,Fournos ,فورنس,فورنس,أطعمة ومشروبات,,False,13,5.0,180857,0,1,2
2721,shopperr, وسيطة تسوق , وسيطة تسوق ,خدمات الأعمال,,False,13,5.0,177479,0,1,2
2722,Sun filter,شمس الإبداع لأعمال التصميم,شمس الإبداع لأعمال التصميم,خدمات الأعمال,,False,13,5.0,176268,0,1,1
2723,Trainer Hanan AlMalki,المدربة حنان المالكي,المدربة حنان المالكي,التعليم,,False,13,5.0,176129,0,1,2
2724,NE,ان اي ,ان اي ,خدمات الأعمال,,False,13,5.0,168683,0,1,2
2725,Taqniat Mumayaz,تقنية مميز للإتصالات,تقنية مميز للإتصالات,إلكترونيات,,False,13,5.0,158551,0,1,1
2726,ThlthWea,متجر ثلث الوعاء,متجر ثلث الوعاء,أطعمة ومشروبات,,False,13,5.0,144784,0,1,1
2727,beauty joint,مؤسسةالجلد الرائع ,مؤسسةالجلد الرائع ,الجمال والصحة,,False,13,5.0,138973,0,1,1
2728,TAGAMMER,تاج امير ,تاج امير ,الجمال والصحة,بيع العود والبخور ,False,13,5.0,127703,0,1,2
2729,Skin care Cleopatra,سكين كير كليوباترا,سكين كير كليوباترا,الجمال والصحة,,False,13,5.0,94273,0,1,2
2730,Alef meem,الف ميم,الف ميم,أطعمة ومشروبات,,False,13,5.0,86368,0,1,1
2731,BANA,بانا للعطورات ,بانا للعطورات ,خدمات الأعمال,,False,13,5.0,79123,0,1,1
2732,iLens,ايلنس,ايلنس,خدمات الأعمال,,False,13,5.0,49880,0,1,1
2733,Weddan ,ودان,ودان,أطعمة ومشروبات,,False,13,5.0,48016,0,1,2
2734,IDE Education, مكتب آي دي إيه للدراسة في الخارج , مكتب آي دي إيه للدراسة في الخارج ,التعليم,,False,13,5.0,24871,0,1,1
2735,Hno Shopping,هنو شوبينق,هنو شوبينق,خدمات الأعمال,,False,13,5.0,17127,0,1,2
2736,crochet style ,متجر الحياكة كروشيه ستايل,متجر الحياكة كروشيه ستايل,هدايا,,False,13,5.0,11964,0,1,2
2737,Almashoq,المعشوق للعود,المعشوق للعود,الجمال والصحة,,False,13,5.0,1345,0,1,1
2738,EA Designs,إي إي ديزاينز,إي إي ديزاينز,الجمال والصحة,,False,13,5.0,240,0,1,1
2739,Tiadress fashion,متجر تيادريس ,متجر تيادريس ,ازياء,فساتين سهرة,False,12,5.0,328247,0,1,1
2740,fantastic tours,وكالة فانتاستيك تورز للسفر و السياحة,وكالة فانتاستيك تورز للسفر و السياحة,خدمات الأعمال,,False,12,5.0,316916,0,1,2
2741,celine abaya,عبايات سيلين,عبايات سيلين,ازياء,عبايات وطرح,False,12,5.0,316521,0,1,2
2742,LWA STORE APPLICATION,لواء لـتطبيقات البلس,لواء لـتطبيقات البلس,منتجات رقمية,متجر تطبيقات بلس,False,12,5.0,289345,0,1,2
2743,The Precious Jewelry,المجوهرات الثمينه,المجوهرات الثمينه,الجمال والصحة,,False,12,5.0,283871,0,1,2
2744,whait7 khadamat,وايت 7,وايت 7,خدمات الأعمال,,False,12,5.0,283686,0,1,2
2745,thecodetime,كود تايم,كود تايم,خدمات الأعمال,,False,12,5.0,281964,0,1,1
2746,lavande scenting devies,لافاند للعطور واجهزة التعطير,لافاند للعطور واجهزة التعطير,إلكترونيات,اجهزة تعطير,False,12,5.0,281916,0,1,2
2747,Commercial Development Steps Company,شركة خطوات التطوير التجارية ,شركة خطوات التطوير التجارية ,الجمال والصحة,,False,12,5.0,268863,0,1,1
2748,attar pone,عطار فون,عطار فون,إلكترونيات,,False,12,5.0,248890,0,1,1
2749,CANSES,كانسيس,كانسيس,هدايا,,False,12,5.0,229818,0,1,2
2750,ALKHALDI ,الخالدي لبرمجة الاجهزة,الخالدي لبرمجة الاجهزة,خدمات الأعمال,,False,12,5.0,181908,0,1,2
2751,Japanese Language Courses,دورات اللغة اليابانية المكثفة,دورات اللغة اليابانية المكثفة,التعليم,,False,12,5.0,139826,0,1,1
2752,FASHION SEASON,موسم الموضة,موسم الموضة,خدمات الأعمال,,False,12,5.0,117943,0,1,1
2753,BEAUTI,شركة بيوتي,شركة بيوتي,الجمال والصحة,,False,12,5.0,108313,0,1,1
2754,Kalim,كلم,كلم,التعليم,,False,12,5.0,96665,0,1,2
2755,RANDA BEAUTY,رندا بيوتي,رندا بيوتي,الجمال والصحة,,False,12,5.0,96425,0,1,2
2756,Sweet Memory ,ذكرى حلوة,ذكرى حلوة,هدايا,,False,12,5.0,93679,0,1,1
2757,enjaznotebook,مفكرة إنجاز,مفكرة إنجاز,خدمات الأعمال,,False,12,5.0,88885,0,1,1
2758,avancer,افانسر,افانسر,الجمال والصحة,,False,12,5.0,76535,0,1,2
2759,SEASONS CAFE,قهوة المواسم المختصصة,قهوة المواسم المختصصة,خدمات الأعمال,,False,12,5.0,43922,0,1,1
2760,nakhluh,متجر نخلة للتمور,متجر نخلة للتمور,خدمات الأعمال,,False,12,5.0,42305,0,1,2
2761,,نونيتا,نونيتا,حفلات,,False,12,5.0,30545,0,1,2
2762,Saudi Records,الأسطوانات السعودية,الأسطوانات السعودية,خدمات الأعمال,,False,12,5.0,30448,0,1,1
2763,Dalia AlNajjar Art Store,متجر داليه النجار للفنون,متجر داليه النجار للفنون,هدايا,,False,12,5.0,27130,0,1,2
2764,Yaseen jewelry,يس جولري,يس جولري,ازياء,,False,12,5.0,11734,0,1,1
2765,delish bakery,مخبز ديلش,مخبز ديلش,أطعمة ومشروبات,,False,12,5.0,11682,0,1,1
2766,DAHNAG,الدهنج,الدهنج,خدمات الأعمال,,False,12,5.0,8417,0,1,1
2767,wardyy,ورووووود,ورووووود,خدمات الأعمال,,False,11,5.0,348157,0,1,2
2768,LJ OUTLET US,ل ج اوتلت,ل ج اوتلت,الجمال والصحة,,False,11,5.0,343821,0,1,2
2769,skyline tourism,شركة سكاي لاين للسفر و السياحة,شركة سكاي لاين للسفر و السياحة,خدمات الأعمال,,False,11,5.0,316919,0,1,2
2770,TRA VISA,ترا فيزا,ترا فيزا,خدمات الأعمال,استخراج الشنقن ,False,11,5.0,313836,0,1,2
2771,N  For Electronic Services,ن للخدمات الكترونية,ن للخدمات الكترونية,خدمات الأعمال,خدمات الكترونية ,False,11,5.0,310391,0,1,2
2772,Juhinastore,متجر جهينة,متجر جهينة,هدايا,,False,11,5.0,308857,0,1,2
2773,Slom,سلوم,سلوم,خدمات الأعمال,,False,11,5.0,300474,0,1,2
2774,the window,النافذة,النافذة,خدمات الأعمال,,False,11,5.0,294396,0,1,2
2775,Thread roll,لفة خيط ,لفة خيط ,ازياء,اعمال يدويه و حرف غير متوارثه ,False,11,5.0,289380,0,1,2
2776,Floresh,متجر فلوريش,متجر فلوريش,هدايا,هدايا وتغليف,False,11,5.0,287134,0,1,1
2777,hay day 3eem,متجر غيم هاي داي,متجر غيم هاي داي,خدمات الأعمال,,False,11,5.0,286212,0,1,2
2778,EY store 22,متجر إي واي 22,متجر إي واي 22,أطعمة ومشروبات,سوبر ماركت,False,11,5.0,285446,0,1,2
2779,Premium Store,بريميوم ستور للاشتراكات الرقمية و التقنية,بريميوم ستور للاشتراكات الرقمية و التقنية,منتجات رقمية,اخرى,False,11,5.0,282852,0,1,2
2780,ghadah1992,غادة للخدمات الالكترونية ,غادة للخدمات الالكترونية ,خدمات الأعمال,,False,11,5.0,280650,0,1,2
2781,BODY SMELL,بودي سميل ,بودي سميل ,هدايا,,False,11,5.0,259138,0,1,1
2782,MOMENTOUS Graphic,مومنتس قرافيك,مومنتس قرافيك,خدمات الأعمال,,False,11,5.0,258718,0,1,2
2783,Adam Medical pharmacy,صيدلية آدم الطبية,صيدلية آدم الطبية,خدمات الأعمال,,False,11,5.0,251085,0,1,1
2784,Tariqabusinn,وسيط ومسوق عقاري ,وسيط ومسوق عقاري ,خدمات الأعمال,,False,11,5.0,249158,0,1,2
2785,GE SHOPPING ,متجر للبراندات العالمية,متجر للبراندات العالمية,خدمات الأعمال,,False,11,5.0,234358,0,1,2
2786,Fast shippinghb,سريع لخدمات الشحن,سريع لخدمات الشحن,خدمات الأعمال,,False,11,5.0,226598,0,1,2
2787,RAZEENcloset,براند رزين كلوسيت,براند رزين كلوسيت,ازياء,,False,11,5.0,217589,0,1,1
2788,Desert Fox Offroad,ديزرت فوكس اوف رود,ديزرت فوكس اوف رود,خدمات الأعمال,,False,11,5.0,212632,0,1,1
2789,almissbar alarbi,المسبار العربي,المسبار العربي,خدمات الأعمال,,False,11,5.0,209265,0,1,2
2790,CooklilleCakeSafwa,كوكلليل كيك صفوى,كوكلليل كيك صفوى,أطعمة ومشروبات,,False,11,5.0,203456,0,1,2
2791,SECRET GIft,سيكريت للهدايا,سيكريت للهدايا,هدايا,,False,11,5.0,188273,0,1,2
2792,Simply Chic By Malak,ببساطة أنيق,ببساطة أنيق,هدايا,,False,11,5.0,176197,0,1,2
2793,w your design,و لتصميمك,و لتصميمك,خدمات الأعمال,,False,11,5.0,174240,0,1,2
2794,Apple Store at Door,أبل ستور ات دور,أبل ستور ات دور,إلكترونيات,,False,11,5.0,155853,0,1,2
2795,My code,ماي كود,ماي كود,إلكترونيات,,False,11,5.0,135396,0,1,1
2796,Fifteeneight,ففتين ايت,ففتين ايت,الجمال والصحة,,False,11,5.0,128476,0,1,2
2797,Like storee,متجر لايك ستور,متجر لايك ستور,خدمات الأعمال,,False,11,5.0,123882,0,1,2
2798,Pc  Build  Ar,بي سي بيلد ,بي سي بيلد ,إلكترونيات,,False,11,5.0,122809,0,1,1
2799,Outlet brands ,الماركات المخفضة 1,الماركات المخفضة 1,ازياء,,False,11,5.0,121412,0,1,1
2800,AlJawhara for Electronic Services,دعم الجوهرة  للخدمات الالكترونية,دعم الجوهرة  للخدمات الالكترونية,خدمات الأعمال,,False,11,5.0,117083,0,1,1
2801,AlMaysan,الميسان,الميسان,الجمال والصحة,,False,11,5.0,112717,0,1,1
2802,njshopin3,وسيطة ومسوقة,وسيطة ومسوقة,خدمات الأعمال,,False,11,5.0,108222,0,1,2
2803,,تحويل اشرطه قديمه لديفدي,تحويل اشرطه قديمه لديفدي,خدمات الأعمال,,False,11,5.0,107608,0,1,2
2804,,العناية الذهبية,العناية الذهبية,الجمال والصحة,,False,11,5.0,99116,0,1,1
2805,NAIF ALMUGHAMISI,نايف فيصل المغامسي ,نايف فيصل المغامسي ,الجمال والصحة,,False,11,5.0,96490,0,1,1
2806,mariamdesigns,المصممة مريم محمد,المصممة مريم محمد,خدمات الأعمال,,False,11,5.0,92492,0,1,2
2807,Kian Advertising Agency,وكالة كيان الإبداع للدعاية والإعلان,وكالة كيان الإبداع للدعاية والإعلان,خدمات الأعمال,,False,11,5.0,91726,0,1,1
2808,albarari,البراري للذبائح,البراري للذبائح,أطعمة ومشروبات,,False,11,5.0,90625,0,1,1
2809,Cyber Boutique,سايبر بوتيك,سايبر بوتيك,خدمات الأعمال,,False,11,5.0,79142,0,1,1
2810,sincerely florist,سنسيرلي للورد,سنسيرلي للورد,حفلات,,False,11,5.0,79097,0,1,1
2811,Alff Baa Personal Shopper,ألف باء للتسوق من بريطانيا,ألف باء للتسوق من بريطانيا,خدمات الأعمال,,False,11,5.0,77064,0,1,1
2812,Store Z7MH,متجر زحمه حكي,متجر زحمه حكي,خدمات الأعمال,,False,11,5.0,71291,0,1,2
2813,GH Helmi,جي اتش حلمي,جي اتش حلمي,الجمال والصحة,,False,11,5.0,69255,0,1,1
2814,Graphic Designer Abrar Zamzami,ابرار زمزمي مصممة جرافيك,ابرار زمزمي مصممة جرافيك,خدمات الأعمال,,False,11,5.0,64803,0,1,2
2815,3naqed,عناقيد,عناقيد,أطعمة ومشروبات,,False,11,5.0,54150,0,1,1
2816,The Salon,ذا سالون,ذا سالون,الجمال والصحة,,False,11,5.0,49522,0,1,1
2817,Jusoor International for Communications and IT,جسور الدولية للاتصالات وتقنية المعلومات,جسور الدولية للاتصالات وتقنية المعلومات,خدمات الأعمال,,False,11,5.0,49209,0,1,1
2818,Qmarjan,متجر قرية المرجان,متجر قرية المرجان,خدمات الأعمال,,False,11,5.0,43230,0,1,1
2819,Kids App Store,متجر كدز آب,متجر كدز آب,المنزل,,False,11,5.0,30071,0,1,1
2820,Manash,مناش للتصميم والطباعة الحرارية,مناش للتصميم والطباعة الحرارية,خدمات الأعمال,,False,11,5.0,25382,0,1,2
2821,,تاج سويت,تاج سويت,أطعمة ومشروبات,,False,11,5.0,17552,0,1,1
2822,Surely Natural,طبعا طبيعي,طبعا طبيعي,أطعمة ومشروبات,صانع ماكولات صحية وخفيفة,False,11,5.0,15929,0,1,2
2823,Yasmeen Boutique,متجر الياسمين للمجوهرات,متجر الياسمين للمجوهرات,ازياء,,False,11,5.0,14734,0,1,2
2824,khait,خيط,خيط,هدايا,,False,11,5.0,11541,0,1,1
2825,WAMM Studios,ستوديو وام,ستوديو وام,خدمات الأعمال,,False,10,5.0,333883,0,1,2
2826,fofa choco,فوفا للشوكولا,فوفا للشوكولا,أطعمة ومشروبات,شوكولاتة,False,10,5.0,320051,0,1,2
2827,Chocoliz14,لذائذ شوكليز,لذائذ شوكليز,أطعمة ومشروبات,اسره منتجة,False,10,5.0,319821,0,1,2
2828,Mesh electronic services,خدمات ميش الإلكترونيه,خدمات ميش الإلكترونيه,إلكترونيات,خدمات الكترونيه,False,10,5.0,310394,0,1,2
2829,MTJR HLK,متجر هلك,متجر هلك,منتجات رقمية,شحن العاب ,False,10,5.0,308211,0,1,2
2830,Tradeoff,تريد أوف,تريد أوف,خدمات الأعمال,,False,10,5.0,308078,0,1,1
2831,Deslo,طباعة الملابس ,طباعة الملابس ,ازياء,ملابس ومنسوجات ,False,10,5.0,304666,0,1,2
2832,Atyab to oud,أطياب للعود,أطياب للعود,الجمال والصحة,,False,10,5.0,293462,0,1,2
2833,Everest internet service,إيفرست لخدمات الإنترنت,إيفرست لخدمات الإنترنت,خدمات الأعمال,,False,10,5.0,280500,0,1,2
2834,,متجر قرية التسوق,متجر قرية التسوق,خدمات الأعمال,,False,10,5.0,279249,0,1,1
2835,2GO LOGISTIC,تو قو للخدمات اللوجستية ,تو قو للخدمات اللوجستية ,خدمات الأعمال,,False,10,5.0,268559,0,1,1
2836,Flex League,الدوري المرن,الدوري المرن,حفلات,,False,10,5.0,263678,0,1,1
2837,Bouvardia sweet  ldeafa,بوفارديا سويت للضيافة,بوفارديا سويت للضيافة,أطعمة ومشروبات,,False,10,5.0,262321,0,1,2
2838,Phonk ,فونك,فونك,إلكترونيات,,False,10,5.0,259864,0,1,2
2839,nextyouksa,متجر نكست يو,متجر نكست يو,خدمات الأعمال,,False,10,5.0,257379,0,1,2
2840,Ektml,منصة إكتمل,منصة إكتمل,خدمات الأعمال,,False,10,5.0,212002,0,1,1
2841,,التميز والابداع للخدمات الطلابية,التميز والابداع للخدمات الطلابية,خدمات الأعمال,,False,10,5.0,211395,0,1,1
2842,,مطبخ أم فيصل ,مطبخ أم فيصل ,أطعمة ومشروبات,,False,10,5.0,196672,0,1,2
2843,harajstation,حراج ستيشن ,حراج ستيشن ,خدمات الأعمال,,False,10,5.0,188660,0,1,1
2844,Korean 1st Step,اللغة الكورية الخطوة الأولى,اللغة الكورية الخطوة الأولى,التعليم,,False,10,5.0,180464,0,1,2
2845,I read fluently for educational services,أنا أقرأ بطلاقة للخدمات التعليمية ,أنا أقرأ بطلاقة للخدمات التعليمية ,التعليم,,False,10,5.0,169014,0,1,2
2846,Speccov,سبيكوف,سبيكوف,أطعمة ومشروبات,,False,10,5.0,160186,0,1,1
2847,AREA SPA,إريـا,إريـا,الجمال والصحة,,False,10,5.0,155521,0,1,1
2848,M B SPA,منتجات عناية بالجسم,منتجات عناية بالجسم,الجمال والصحة,,False,10,5.0,145420,0,1,2
2849,Smart app,التطبيق الذكي,التطبيق الذكي,خدمات الأعمال,,False,10,5.0,145378,0,1,2
2850,Chocolate Unique,تشوكليت يونيك الزلفي,تشوكليت يونيك الزلفي,أطعمة ومشروبات,,False,10,5.0,128055,0,1,2
2851,tbatic,مؤسسة تباتيك التجارية,مؤسسة تباتيك التجارية,المنزل,,False,10,5.0,120947,0,1,1
2852,Alwagd,الوجد للتصميم,الوجد للتصميم,خدمات الأعمال,,False,10,5.0,117120,0,1,2
2853,netstation store,نت ستيشن,نت ستيشن,خدمات الأعمال,,False,10,5.0,108800,0,1,1
2854,Aeqed Aljuman for commerce ,مؤسسة عقد الجمان للتجارة,مؤسسة عقد الجمان للتجارة,خدمات الأعمال,,False,10,5.0,108482,0,1,1
2855,shop with samah,سماح وسيطة تسوق,سماح وسيطة تسوق,خدمات الأعمال,,False,10,5.0,95661,0,1,2
2856,Moghallaf,مغلف  أنيق,مغلف  أنيق,هدايا,,False,10,5.0,95180,0,1,1
2857,Craft Bakery,كرافت بيكري,كرافت بيكري,أطعمة ومشروبات,,False,10,5.0,91678,0,1,2
2858,Sama phone,متجر سما فون ,متجر سما فون ,إلكترونيات,,False,10,5.0,86949,0,1,1
2859,Chefnajat,شيف نجاة,شيف نجاة,أطعمة ومشروبات,,False,10,5.0,76807,0,1,1
2860,ordarday,طلبات اليوم,طلبات اليوم,خدمات الأعمال,,False,10,5.0,73348,0,1,2
2861,7iaka,حياكة,حياكة,خدمات الأعمال,,False,10,5.0,62755,0,1,1
2862,creativo,كرياتيفو,كرياتيفو,خدمات الأعمال,,False,10,5.0,51385,0,1,1
2863,Gulf Wings,اجنحة الخليج,اجنحة الخليج,التعليم,,False,10,5.0,41330,0,1,1
2864,Tooth Booth,منصة الأسنان,منصة الأسنان,خدمات الأعمال,,False,10,5.0,24394,0,1,1
2865,Screamboutique,مجال الصرخة,مجال الصرخة,الجمال والصحة,,False,10,5.0,16051,0,1,1
2866,some by mi,سوم باي مي ,سوم باي مي ,خدمات الأعمال,,False,10,5.0,15359,0,1,1
2867,NKHATCOM,نكهات كوم,نكهات كوم,خدمات الأعمال,,False,10,5.0,8531,0,1,2
3001,gifts sharif,هدايا شريف,هدايا شريف,خدمات الأعمال,,False,207,4.95,107585,0,1,2
3002,lantanaashop,متجر لانتانا للعطور,متجر لانتانا للعطور,الجمال والصحة,,False,115,4.95,2120,0,1,1
3003,,متجر بياض,متجر بياض,هدايا,,False,88,4.95,229217,0,1,2
3004,Gua shop,وسيطة  غين,وسيطة  غين,خدمات الأعمال,,False,87,4.95,258159,0,1,2
3005,taf3elat store,متجر تفعيلات,متجر تفعيلات,خدمات الأعمال,,False,85,4.95,198084,0,1,2
3006,Nada accessories,مؤسسة قطرات الندى للتجاره والتسويق,مؤسسة قطرات الندى للتجاره والتسويق,إلكترونيات,,False,75,4.95,94049,0,1,1
3007,Shopping Nouf ,نوف وسيطه مواقع ,نوف وسيطه مواقع ,خدمات الأعمال,,False,75,4.95,57012,0,1,2
3008,Babysspot,بيبي ز سبوت,بيبي ز سبوت,خدمات الأعمال,,False,75,4.95,17595,0,1,1
3009,Pro Student,الطالب المحترف,الطالب المحترف,التعليم,,False,42,4.95,166959,0,1,1
3010,,ابو عبدالرحمن للخدمات العقاريه والخدمات العامه,ابو عبدالرحمن للخدمات العقاريه والخدمات العامه,العقارات,,False,39,4.95,157288,0,1,2
3011,ROZ  CARE,منتجات روز للعنايه,منتجات روز للعنايه,الجمال والصحة,,False,22,4.95,155083,0,1,1
